,업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적(건물내부+건물외부),건물내부면적,건물외부면적,소재지전화,업태명,동,위도,경도
115,휴게음식점,2013-05-30,커피스토리,"서울특별시 강서구 등촌로13길 24,",서울특별시 강서구 등촌동 572-17 (지상 1층) ,49.0,49.0,0.0,  02-2642-9087,커피숍,등촌동 ,37.5508352,126.8352338
116,휴게음식점,2013-06-03,이디야커피가양역점,"서울특별시 강서구 양천로 500,",서울특별시 강서구 등촌동 628-0 노블리움오피스텔 (지상 1층) 111호,53.82,53.82,0.0,  02-2658-0924,커피숍,등촌동 ,37.55710845,126.86419336669849
117,휴게음식점,2013-06-19,더팬,"서울특별시 강서구 금낭화로17길 9,",서울특별시 강서구 방화동 454-17 외 2필지 (지상 1층) ,69.82,69.82,0.0,02-1111-1111,커피숍,방화동 ,37.5633028,126.8071596
118,휴게음식점,2013-06-20,투썸플레이스 양천향교역점,"서울특별시 강서구 강서로 460,",서울특별시 강서구 등촌동 682-0 평안빌딩 (지상 1층) 102~105호 ,132.02,132.02,0.0,  02-2668-3666,커피숍,등촌동 ,37.559803,126.8558032
119,휴게음식점,2013-07-23,이디야 염창블루나인,"서울특별시 강서구 양천로 583,",서울특별시 강서구 염창동 240-21 외 1필지 우림블루나인비즈니스센터 117호,70.97,70.97,0.0,  02-6121-3232,커피숍,염창동 ,37.5394834,126.8477853
120,휴게음식점,2013-08-07,모카라비아,"서울특별시 강서구 개화동로27가길 33,",서울특별시 강서구 방화동 619-7 1층 102호,34.4,34.4,0.0,02-1111-1111,커피숍,방화동 ,37.5420589,126.842453
121,휴게음식점,2013-08-19,이디야커피(강서한강자이),"서울특별시 강서구 양천로 401,",서울특별시 강서구 가양동 1498-0 강서한강자이타워 (지상 1층) B동 108호,68.08,68.08,0.0,02-1111-1111,커피숍,가양동 ,37.5543419,126.8634467
122,휴게음식점,2013-08-21,차콜로스터커피,"서울특별시 강서구 까치산로4길 66,",서울특별시 강서구 화곡동 102-46 (지상 1층) ,34.37,34.37,0.0,  02-2662-0526,커피숍,화곡동 ,37.55710845,126.86419336669849
123,휴게음식점,2013-09-03,나인어클락커피 화곡역점,"서울특별시 강서구 화곡로 166,",서울특별시 강서구 화곡동 1075-1 2층 ,158.63,158.63,0.0,  02-2696-4375,커피숍,화곡동 ,37.5598152,126.8129718
124,휴게음식점,2013-09-09,라루라루,"서울특별시 강서구 공항대로59길 42,",서울특별시 강서구 등촌동 647-0 1층 ,13.2,13.2,0.0, 070-4842-6865,커피숍,등촌동 ,37.547853700000005,126.87817765942972
125,휴게음식점,2013-09-09,제나두PC 강서본점,"서울특별시 강서구 양천로 583,",서울특별시 강서구 염창동 240-21 외 1필지 우림블루나인 (지하 1층) B동 106호,53.0,53.0,0.0,  02-2093-1241,커피숍,염창동 ,37.53301,126.8365271
126,휴게음식점,2013-09-12,테리브라운,"서울특별시 강서구 공항대로8길 33,",서울특별시 강서구 공항동 41-80 (지상 1층) 101호,35.0,35.0,0.0,02-1111-1111,커피숍,공항동 ,37.5420589,126.842453
127,휴게음식점,2013-09-16,골든서울호텔커피숍 투썸플레이스,"서울특별시 강서구 공항대로 663,",서울특별시 강서구 염창동 260-7 골든서울호텔 (지상 1층) ,24.18,24.18,0.0,  02-6675-2120,커피숍,염창동 ,37.559803,126.8558032
128,휴게음식점,2013-10-14,티톡커피전문점,"서울특별시 강서구 월정로 142,",서울특별시 강서구 화곡동 360-9 1층 ,28.0,28.0,0.0,  02-2604-2122,커피숍,화곡동 ,37.5575077,126.856133
129,휴게음식점,2013-11-04,공차 강서구청점,"서울특별시 강서구 화곡로 347,","서울특별시 강서구 화곡동 1095-0 1층, 107~108호 ",83.5,83.5,0.0,02-1111-1111,커피숍,화곡동 ,37.5569704,126.8584333
130,휴게음식점,2013-11-13,카페 머물다,"서울특별시 강서구 양천로 401,",서울특별시 강서구 가양동 1498-0 강서한강자이타워 (지상 1층) A동 416호,55.2,55.2,0.0,  02-2638-5566,커피숍,가양동 ,37.547286400000004,126.87455935
131,휴게음식점,2013-11-19,아쿠아카페,"서울특별시 강서구 공항대로45길 44,",서울특별시 강서구 등촌동 641-11 청림빌딩 (지상 2층) 207호,6.5,6.5,0.0,02-1111-1111,커피숍,등촌동 ,37.5611331,126.8122158
132,휴게음식점,2013-11-25,커피보니또 등촌점,"서울특별시 강서구 양천로60길 19,",서울특별시 강서구 등촌동 630-6 (지상 1층) ,33.15,33.15,0.0,  02-2063-3748,커피숍,등촌동 ,37.5726127,126.8217498
133,휴게음식점,2013-12-10,스타벅스커피 염창역점,"서울특별시 강서구 공항대로 627,",서울특별시 강서구 염창동 282-23 (지상 1층) ,221.3,221.3,0.0,  02-3661-9894,커피숍,염창동 ,37.5611331,126.8122158
134,휴게음식점,2013-12-18,이디야 송정역점,"서울특별시 강서구 공항대로 24,",서울특별시 강서구 공항동 53-1 2층 ,142.32,142.32,0.0, 070-4218-5603,커피숍,공항동 ,37.5527287,126.826651
135,휴게음식점,2013-12-26,카페테이크(Cafe TAKE),"서울특별시 강서구 양천로26길 35,",서울특별시 강서구 방화동 180-22 (지상 1층) ,29.84,29.84,0.0,02-1111-1111,커피숍,방화동 ,37.5646888,126.8118308
136,휴게음식점,2013-12-10,까르페디엠배세일움,"서울특별시 강서구 공항대로 209,",서울특별시 강서구 마곡동 774-1 101호,38.94,38.94,0.0,02-1111-1111,커피숍,마곡동 ,37.560195199999995,126.83934569241194
137,휴게음식점,2014-01-06,키즈팡팡,"서울특별시 강서구 수명로 68-27,",서울특별시 강서구 내발산동 750-9 3층 301호,6.9,6.9,0.0,  02-2661-1005,커피숍,내발산동,37.55710845,126.86419336669849
138,휴게음식점,2014-01-27,푸른풀밭(Green Pastures),"서울특별시 강서구 방화대로21길 50,",서울특별시 강서구 공항동 19-16 (지상 1층) ,81.5,81.5,0.0, 070-7817-0021,커피숍,공항동 ,37.5611331,126.8122158
139,휴게음식점,2014-02-04,스타벅스커피 발산역점,"서울특별시 강서구 강서로 388,",서울특별시 강서구 등촌동 678-14 그랜드백화점 (지상 1층) 주차장동 ,203.87,203.87,0.0,  02-3015-1100,커피숍,등촌동 ,37.5508352,126.8352338
140,휴게음식점,2014-02-07,에스지에이(SGA)카페테리아,서울특별시 강서구 양천로 583,서울특별시 강서구 염창동 240-21 우림 블루나인 비지니스센터 (지하1층) ,18.6,18.6,0.0,  02-2093-1080,커피숍,염창동 ,37.5508352,126.8352338
141,휴게음식점,2014-02-10,투썸플레이스 등촌역점,"서울특별시 강서구 공항대로 519,",서울특별시 강서구 등촌동 648-4 (지상 1층) ,201.1,201.1,0.0,  02-3664-2388,커피숍,등촌동 ,37.5349948,126.8372005
142,휴게음식점,2014-03-03,알랑가,"서울특별시 강서구 강서로 318-8,",서울특별시 강서구 내발산동 677-1 두리빌딩 (지상 1층) 104호,32.0,32.0,0.0,02-1111-1111,커피숍,내발산동,37.5533833,126.8527895
143,휴게음식점,2014-03-06,미스터브리즈커피 까치산역점,서울특별시 강서구 강서로 21,서울특별시 강서구 화곡동 898-5 지상1층 ,30.0,30.0,0.0, 070-7779-8997,커피숍,화곡동 ,37.5599215,126.84558109628469
144,휴게음식점,2014-03-07,이디아(화곡중앙시장점),"서울특별시 강서구 가로공원로76길 61,","서울특별시 강서구 화곡동 362-83 (지상 1층) 101, 107호 ",59.92,59.92,0.0, 070-7716-1211,커피숍,화곡동 ,37.56251,126.84331
145,,,,,,,,,,,,37.5588719,126.84201
146,휴게음식점,2014-04-18,카페 엘리스라운지,"서울특별시 강서구 화곡로58길 51,",서울특별시 강서구 화곡동 1131-15 (지상 1층) 101호,32.13,32.13,0.0,02-1111-1111,커피숍,화곡동 ,37.5691125,126.8135793
147,휴게음식점,2014-05-22,레드블랙(등촌점),"서울특별시 강서구 공항대로41길 43,",서울특별시 강서구 등촌동 696-1 새한프라자 (지상 1층) 102호,32.04,32.04,0.0,  02-2658-1564,커피숍,등촌동 ,37.5527287,126.826651
148,휴게음식점,2014-06-03,노리공작소,"서울특별시 강서구 강서로62길 98,",서울특별시 강서구 등촌동 695-1 (지상 3층) ,14.0,14.0,0.0,  02-2659-0092,커피숍,등촌동 ,37.5324689,126.8409039
149,휴게음식점,2014-06-10,이디야 강서NC점,"서울특별시 강서구 강서로54길 11,",서울특별시 강서구 등촌동 674-2 (지상 1층) 가동 ,62.7,62.7,0.0,02-1111-1111,커피숍,등촌동 ,37.5300469,126.8454693
150,휴게음식점,2014-06-12,샤론,"서울특별시 강서구 방화동로14길 13,",서울특별시 강서구 방화동 249-0 (지상 1층) ,20.0,20.0,0.0,  02-2661-1330,커피숍,방화동 ,37.5380043,126.8391981
151,휴게음식점,2014-06-17,이디야커피 마곡수명산점,"서울특별시 강서구 수명로 68-27,",서울특별시 강서구 내발산동 750-9 웨스트엔드문화센터 (지상 1층) 103~104호,66.0,66.0,0.0,  02-2667-8406,커피숍,내발산동,37.5546086,126.8592392
152,휴게음식점,2014-06-24,드립하우스(화곡점),"서울특별시 강서구 강서로17길 60,",서울특별시 강서구 화곡동 353-56 (지상 1층) ,67.5,67.5,0.0,02-1111-1111,커피숍,화곡동 ,37.528401,126.8433249
153,휴게음식점,2014-07-08,이디야커피 곰달래점,"서울특별시 강서구 곰달래로 52,",서울특별시 강서구 화곡동 938-18 1층 ,46.28,46.28,0.0,  02-2607-1333,커피숍,화곡동 ,37.5508352,126.8352338
154,휴게음식점,2014-07-17,긱스커피(GEEK'S COFFEE),"서울특별시 강서구 화곡로24길 47,",서울특별시 강서구 화곡동 381-12 (지상1층) ,25.0,25.0,0.0,02-1111-1111,커피숍,화곡동 ,37.5370449,126.8357507
155,휴게음식점,2014-07-21,라떼앤퐁당,"서울특별시 강서구 공항대로53가길 42,",서울특별시 강서구 등촌동 643-51 1층 102호,65.88,65.88,0.0, 070-7565-3479,커피숍,등촌동 ,37.5581367,126.8445813
156,휴게음식점,2014-08-22,호텔볼(VOLL) 커피숍,"서울특별시 강서구 강서로5나길 30,",서울특별시 강서구 화곡동 905-8 지상2층 ,31.2,31.2,0.0,  02-2605-1970,커피숍,화곡동 ,37.5365266,126.8464997
157,휴게음식점,2014-08-22,이디야,"서울특별시 강서구 강서로 462,",서울특별시 강서구 등촌동 684-3 대룡드림타워 (지상 1층) 104호,54.99,54.99,0.0,  02-3663-5092,커피숍,등촌동 ,37.5474357,126.8366692
158,휴게음식점,2014-09-04,더착한커피 화곡점,"서울특별시 강서구 가로공원로 191,",서울특별시 강서구 화곡동 379-48 류성빌딩 (지상 1층) 101호 일부 ,57.5,57.5,0.0,02-1111-1111,커피숍,화곡동 ,37.5429866,126.8374695
159,휴게음식점,2014-09-12,바게뜨니,"서울특별시 강서구 공항대로41길 18,",서울특별시 강서구 등촌동 663-23 (지상 1층) ,4.3,4.3,0.0,  02-2659-7077,커피숍,등촌동 ,37.5457622,126.8608952
160,휴게음식점,2014-09-25,요거프레소 화곡점,"서울특별시 강서구 초록마을로 155,",서울특별시 강서구 화곡동 332-27 (지상 1층) ,35.64,35.64,0.0,02-1111-1111,커피숍,화곡동 ,37.5587111,126.8202228
161,,,,,,,,,,,,37.5562772,126.8538202
162,휴게음식점,2014-10-06,카페29,"서울특별시 강서구 강서로 242,",서울특별시 강서구 화곡동 1165-1 강서힐스테이트 (지상 1층) 상가동 129호,37.99,37.99,0.0,  02-2065-7229,커피숍,화곡동 ,37.5509387,126.83094865
163,휴게음식점,2014-10-10,가까운카페,"서울특별시 강서구 강서로35길 12,","서울특별시 강서구 화곡동 1033-34 1층우측, 3동 ",17.52,17.52,0.0, 070-4142-4480,커피숍,화곡동 ,37.559803,126.8558032
164,휴게음식점,2014-10-16,카페노킹온,"서울특별시 강서구 등촌로39길 56,",서울특별시 강서구 등촌동 521-22 거산 하이빌 (지상 1층) 101호,24.46,24.46,0.0,  02-6120-0108,커피숍,등촌동 ,37.56935645,126.82264665743985
165,휴게음식점,2014-10-22,토스트커피,"서울특별시 강서구 마곡서1로 100,",서울특별시 강서구 마곡동 743 (지상 1층) 601동 상가104호,24.9,24.9,0.0,  02-3661-1238,커피숍,마곡동 ,37.559803,126.8558032
166,휴게음식점,2014-11-12,띠아모커피 강서구청사거리점,"서울특별시 강서구 공항대로45가길 11,",서울특별시 강서구 등촌동 656-52 강서메트로칸 103~105호 ,82.65,82.65,0.0,  02-3663-8250,커피숍,등촌동 ,37.5529972,126.8719689
167,휴게음식점,2014-11-18,이디야 우장산역점,"서울특별시 강서구 강서로45길 5,",서울특별시 강서구 화곡동 1006-1 (지상 1층) ,46.0,46.0,0.0,  02-2692-4335,커피숍,화곡동 ,37.5474832,126.83539385017315
168,휴게음식점,2014-11-18,카페 카린,"서울특별시 강서구 양천로 488,",서울특별시 강서구 등촌동 77-20 (지상 1층) ,47.85,47.85,0.0,  02-3661-9697,커피숍,등촌동 ,37.5344378,126.8628603
169,휴게음식점,2014-11-20,2층집(A Two story house),"서울특별시 강서구 양천로30길 86,",서울특별시 강서구 방화동 198-3 (지상 1~2층) ,80.26,80.26,0.0,  02-2666-0815,커피숍,방화동 ,37.5317448,126.86351044871265
170,휴게음식점,2014-11-20,이디야 방화사거리점,"서울특별시 강서구 양천로 72,",서울특별시 강서구 방화동 569-12 해성빌딩 (지상 1층) 106~107호 ,52.32,52.32,0.0, 070-4190-5603,커피숍,방화동 ,37.5287961,126.8440973
171,휴게음식점,2014-11-21,뜨개스토리,"서울특별시 강서구 양천로71길 57,",서울특별시 강서구 염창동 98-4 (지상 1층) ,61.01,61.01,0.0,  02-3662-0646,커피숍,염창동 ,37.5420589,126.842453
172,휴게음식점,2014-11-27,톡앤티(Talk&Tea),"서울특별시 강서구 강서로45가길 10,","서울특별시 강서구 화곡동 1007-4 지상3층, 3동 ",95.85,95.85,0.0,  02-2601-0029,커피숍,화곡동 ,37.5474357,126.8366692
173,휴게음식점,2014-12-05,강서지역자활센터 더치숲,"서울특별시 강서구 곰달래로59길 67,",서울특별시 강서구 화곡동 773-1 외 1필지 대림빌딩 (지상 1층) ,42.9,42.9,0.0,  02-2062-4354,커피숍,화곡동 ,37.5448586,126.83361504787896
174,휴게음식점,2014-12-12,탐앤탐스 목동사거리점,"서울특별시 강서구 등촌로 19,",서울특별시 강서구 화곡동 781-4 (지상 2층) ,222.92,222.92,0.0,  02-2644-0133,커피숍,화곡동 ,37.5587111,126.8202228
175,휴게음식점,2014-12-24,템페스트,"서울특별시 강서구 강서로7길 116,",서울특별시 강서구 화곡동 923-3 (지상 1층) ,32.26,32.26,0.0,  02-2065-0709,커피숍,화곡동 ,37.5480952,126.83429945
176,휴게음식점,2015-01-08,이디야 화곡로점,"서울특별시 강서구 화곡로 133,",서울특별시 강서구 화곡동 1067-20 (지상 2층) ,229.32,229.32,0.0,  02-2699-8249,커피숍,화곡동 ,37.55827755,126.84437119477363
177,휴게음식점,2015-01-08,커피베이(강서힐스테이트점),"서울특별시 강서구 강서로 242,",서울특별시 강서구 화곡동 1165-1 강서힐스테이트 (지상 1층) 상가동 131호,25.41,25.41,0.0,  02-2602-7464,커피숍,화곡동 ,37.5457622,126.8608952
178,휴게음식점,2015-02-02,카페푸릇,"서울특별시 강서구 화곡로13길 119,",서울특별시 강서구 화곡동 1015-4 (지상1층) ,72.5,72.5,0.0,  02-6104-9435,커피숍,화곡동 ,37.5394834,126.8477853
179,휴게음식점,2015-02-05,커피메소딕(COFFEE METHODIC),"서울특별시 강서구 마곡서1로 146,",서울특별시 강서구 마곡동 735 마곡엠밸리2단지 상가동 105호,26.17,26.17,0.0,  02-6368-2105,커피숍,마곡동 ,37.5674777,126.8229267
180,휴게음식점,2015-02-10,아마스빈 버블티 우장산역점,"서울특별시 강서구 강서로45길 34-2,",서울특별시 강서구 내발산동 722-14 (지상 1층) ,33.0,33.0,0.0,02-1111-1111,커피숍,내발산동,37.5441501,126.8353746
181,휴게음식점,2015-02-16,스타벅스커피 등촌점,"서울특별시 강서구 공항대로 329,",서울특별시 강서구 등촌동 668-9 (지상 1층) ,221.0,221.0,0.0,  02-3662-3083,커피숍,등촌동 ,37.5504764,126.8763344
182,휴게음식점,2015-02-16,셀렉토커피(등촌점),"서울특별시 강서구 등촌로39길 19,",서울특별시 강서구 등촌동 514-9 (지상 1층) ,108.17,108.17,0.0,  02-2647-2555,커피숍,등촌동 ,37.5409498,126.8338286
183,휴게음식점,2015-02-26,메가엠지씨커피 화곡본동시장점,"서울특별시 강서구 까치산로4길 3,",서울특별시 강서구 화곡동 98-60 1층 ,88.11,88.11,0.0,  02-2604-1942,커피숍,화곡동 ,37.5321386,126.8422951
184,휴게음식점,2015-03-03,이디야커피 신방화역점,"서울특별시 강서구 마곡중앙5로 81,",서울특별시 강서구 마곡동 739-3 에스비타운 (지상 1층) 101호,47.25,47.25,0.0,  02-2665-3288,커피숍,마곡동 ,37.5420589,126.842453
185,휴게음식점,2015-03-10,커피집 화곡동,"서울특별시 강서구 강서로41길 45,",서울특별시 강서구 화곡동 1020-0 지상1층 ,28.0,28.0,0.0,02-1111-1111,커피숍,화곡동 ,37.5420589,126.842453
186,휴게음식점,2015-03-11,280커피로스터스,"서울특별시 강서구 양천로75길 7,",서울특별시 강서구 염창동 250-27 (지상 1층) ,66.11,66.11,0.0,02-1111-1111,커피숍,염창동 ,37.553141600000004,126.86770275
187,휴게음식점,2015-03-16,카페 화곡동,"서울특별시 강서구 화곡로13길 26,",서울특별시 강서구 화곡동 1043-1 1층 ,38.5,38.5,0.0, 070-8883-5558,커피숍,화곡동 ,37.5508352,126.8352338
